compound_name,smiles,canonical_smiles,inchikey,source_dataset,source_record_id,column_name,column_chemistry,stationary_phase_type,mobile_phase_a,mobile_phase_b,ph,gradient_profile,initial_organic_pct,final_organic_pct,gradient_duration_min,total_runtime_min,temperature_c,flow_ml_min,injection_ul,ion_mode,precursor_mz,product_mz,rt_min,peak_area,peak_height,sn_ratio,tailing_factor,asymmetry,resolution,matrix,success_flag,quality_score,notes,missing_fields_count
Icaridin,CCC(C)OC(=O)N1CCCCC1CCO,CCC(C)OC(=O)N1CCCCC1CCO,QLHULAHOXSSASE-UHFFFAOYSA-N,RepoRT:0017,0017_00187,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,23.9,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Benzothiazole,C1=CC=C2C(=C1)N=CS2,C1=CC=C2C(=C1)N=CS2,IOJUPLGTWVMSFF-UHFFFAOYSA-N,RepoRT:0017,0017_00188,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,21.2,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
2-Benzothiazolsulfonic acid,C1=CC=C2C(=C1)N=C(S2)S(=O)(=O)O,C1=CC=C2C(=C1)N=C(S2)S(=O)(=O)O,ZCXGMSGCBDSEOY-UHFFFAOYSA-N,RepoRT:0017,0017_00189,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,16.8,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
2-(3-Benzoylphenyl)propanoic acid,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,DKYWVDODHFEZIM-UHFFFAOYSA-N,RepoRT:0017,0017_00190,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,23.4,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Chlorophene,C1=CC=C(C=C1)CC2=C(C=CC(=C2)Cl)O,C1=CC=C(C=C1)CC2=C(C=CC(=C2)Cl)O,NCKMMSIFQUPKCK-UHFFFAOYSA-N,RepoRT:0017,0017_00191,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,25.9,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Bisphenol S,C1=CC(=CC=C1O)S(=O)(=O)C2=CC=C(C=C2)O,C1=CC(=CC=C1O)S(=O)(=O)C2=CC=C(C=C2)O,VPWNQTHUCYMVMZ-UHFFFAOYSA-N,RepoRT:0017,0017_00192,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,19.2,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Acid orange 7 (free acid),C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C=C3)S(=O)(=O)O)O,C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C=C3)S(=O)(=O)O)O,RDUJRVXKAIVTDH-UHFFFAOYSA-N,RepoRT:0017,0017_00193,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,25.6,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
2-Naphthalene sulfonic acid,C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)O,C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)O,KVBGVZZKJNLNJU-UHFFFAOYSA-N,RepoRT:0017,0017_00194,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,18.8,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Triclosan,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,XEFQLINVKFYRCS-UHFFFAOYSA-N,RepoRT:0017,0017_00195,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,27.0,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Perfluorobutanoic acid,C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,YPJUNDFVDDCYIH-UHFFFAOYSA-N,RepoRT:0017,0017_00196,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,17.0,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Tetrachlorosalicylanilide,C1=CC=C(C=C1)NC(=O)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)O,C1=CC=C(C=C1)NC(=O)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)O,BDOBMVIEWHZYDL-UHFFFAOYSA-N,RepoRT:0017,0017_00197,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,29.3,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Trifloxystrobin,CC(=NOCC1=CC=CC=C1C(=NOC)C(=O)OC)C2=CC(=CC=C2)C(F)(F)F,CC(=NOCC1=CC=CC=C1C(=NOC)C(=O)OC)C2=CC(=CC=C2)C(F)(F)F,ONCZDRURRATYFI-UHFFFAOYSA-N,RepoRT:0017,0017_00209,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,26.7,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Azoxystrobin,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC,WFDXOXNFNRHQEC-UHFFFAOYSA-N,RepoRT:0017,0017_00219,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,24.1,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Erythromycin,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,ULGZDMOVFRHVEP-UHFFFAOYSA-N,RepoRT:0017,0017_00267,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,21.7,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Mycophenolic acid,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O,HPNSFSBZBAHARI-UHFFFAOYSA-N,RepoRT:0017,0017_00316,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,23.9,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Estrone,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,DNXHEGUUPJUMQT-UHFFFAOYSA-N,RepoRT:0017,0017_00335,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,24.3,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
17beta estradiol,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,VOXZDWNPVJITMN-UHFFFAOYSA-N,RepoRT:0017,0017_00336,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,24.4,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Canrenone,CC12CCC(=O)C=C1C=CC3C2CCC4(C3CCC45CCC(=O)O5)C,CC12CCC(=O)C=C1C=CC3C2CCC4(C3CCC45CCC(=O)O5)C,UJVLDDZCTMKXJK-UHFFFAOYSA-N,RepoRT:0017,0017_00350,Phenomenex Kinetex C18,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,24.6,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Ginsenoside Rb1,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C,GZYPWOGIYAIIPV-UHFFFAOYSA-N,RepoRT:0018,0018_00001,Waters Atlantis T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,15.925,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Ginsenoside Rc,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(O8)CO)O)O)O)O)O)C,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(O8)CO)O)O)O)O)O)C,JDCPEKQWFDWQLI-UHFFFAOYSA-N,RepoRT:0018,0018_00002,Waters Atlantis T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,16.26666667,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Ginsenoside Rd,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)CO)O)O)O)C,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)CO)O)O)O)C,RLDVZILFNVRJTL-UHFFFAOYSA-N,RepoRT:0018,0018_00003,Waters Atlantis T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,17.53833333,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Alisol A,CC(CC(C(C(C)(C)O)O)O)C1=C2CC(C3C4(CCC(=O)C(C4CCC3(C2(CC1)C)C)(C)C)C)O,CC(CC(C(C(C)(C)O)O)O)C1=C2CC(C3C4(CCC(=O)C(C4CCC3(C2(CC1)C)C)(C)C)C)O,HNOSJVWYGXOFRP-UHFFFAOYSA-N,RepoRT:0018,0018_00004,Waters Atlantis T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,25.85998333,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Alisol B,CC(CC(C1C(O1)(C)C)O)C2=C3CC(C4C5(CCC(=O)C(C5CCC4(C3(CC2)C)C)(C)C)C)O,CC(CC(C1C(O1)(C)C)O)C2=C3CC(C4C5(CCC(=O)C(C5CCC4(C3(CC2)C)C)(C)C)C)O,GBJKHDVRXAVITG-UHFFFAOYSA-N,RepoRT:0018,0018_00005,Waters Atlantis T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,29.96665,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Alisol B 23-acetate,CC(CC(C1C(O1)(C)C)OC(=O)C)C2=C3CC(C4C5(CCC(=O)C(C5CCC4(C3(CC2)C)C)(C)C)C)O,CC(CC(C1C(O1)(C)C)OC(=O)C)C2=C3CC(C4C5(CCC(=O)C(C5CCC4(C3(CC2)C)C)(C)C)C)O,NLOAQXKIIGTTRE-UHFFFAOYSA-N,RepoRT:0018,0018_00006,Waters Atlantis T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,32.01331667,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Astragaloside IV,CC1(C(CCC23C1C(CC4C2(C3)CCC5(C4(CC(C5C6(CCC(O6)C(C)(C)O)C)O)C)C)OC7C(C(C(C(O7)CO)O)O)O)OC8C(C(C(CO8)O)O)O)C,CC1(C(CCC23C1C(CC4C2(C3)CCC5(C4(CC(C5C6(CCC(O6)C(C)(C)O)C)O)C)C)OC7C(C(C(C(O7)CO)O)O)O)OC8C(C(C(CO8)O)O)O)C,QMNWISYXSJWHRY-UHFFFAOYSA-N,RepoRT:0018,0018_00007,Waters Atlantis T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,17.49165,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Bufalin,CC12CCC(CC1CCC3C2CCC4(C3(CCC4C5=COC(=O)C=C5)O)C)O,CC12CCC(CC1CCC3C2CCC4(C3(CCC4C5=COC(=O)C=C5)O)C)O,QEEBRPGZBVVINN-UHFFFAOYSA-N,RepoRT:0018,0018_00008,Waters Atlantis T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,19.69831667,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Bufotalin,CC(=O)OC1CC2(C3CCC4CC(CCC4(C3CCC2(C1C5=COC(=O)C=C5)C)C)O)O,CC(=O)OC1CC2(C3CCC4CC(CCC4(C3CCC2(C1C5=COC(=O)C=C5)C)C)O)O,VOZHMAYHYHEWBW-UHFFFAOYSA-N,RepoRT:0018,0018_00009,Waters Atlantis T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,17.77831667,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Ginsenoside Re,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CC4(C(CC(C5C4(CCC5C(C)(CCC=C(C)C)OC6C(C(C(C(O6)CO)O)O)O)C)O)C7(C3C(C(CC7)O)(C)C)C)C)CO)O)O)O)O)O,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CC4(C(CC(C5C4(CCC5C(C)(CCC=C(C)C)OC6C(C(C(C(O6)CO)O)O)O)C)O)C7(C3C(C(CC7)O)(C)C)C)C)CO)O)O)O)O)O,PWAOOJDMFUQOKB-UHFFFAOYSA-N,RepoRT:0018,0018_00010,Waters Atlantis T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,13.03165,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Ginsenoside Rb1,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C,GZYPWOGIYAIIPV-UHFFFAOYSA-N,RepoRT:0018,0018_00011,Waters Atlantis T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,15.88498333,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Ginsenoside Rc,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(O8)CO)O)O)O)O)O)C,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(O8)CO)O)O)O)O)O)C,JDCPEKQWFDWQLI-UHFFFAOYSA-N,RepoRT:0018,0018_00012,Waters Atlantis T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,16.24498333,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Ginsenoside Rd,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)CO)O)O)O)C,CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)CO)O)O)O)C,RLDVZILFNVRJTL-UHFFFAOYSA-N,RepoRT:0018,0018_00013,Waters Atlantis T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,17.55165,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Astragaloside IV,CC1(C(CCC23C1C(CC4C2(C3)CCC5(C4(CC(C5C6(CCC(O6)C(C)(C)O)C)O)C)C)OC7C(C(C(C(O7)CO)O)O)O)OC8C(C(C(CO8)O)O)O)C,CC1(C(CCC23C1C(CC4C2(C3)CCC5(C4(CC(C5C6(CCC(O6)C(C)(C)O)C)O)C)C)OC7C(C(C(C(O7)CO)O)O)O)OC8C(C(C(CO8)O)O)O)C,QMNWISYXSJWHRY-UHFFFAOYSA-N,RepoRT:0018,0018_00014,Waters Atlantis T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,17.52835,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
Bufalin,CC12CCC(CC1CCC3C2CCC4(C3(CCC4C5=COC(=O)C=C5)O)C)O,CC12CCC(CC1CCC3C2CCC4(C3(CCC4C5=COC(=O)C=C5)O)C)O,QEEBRPGZBVVINN-UHFFFAOYSA-N,RepoRT:0018,0018_00015,Waters Atlantis T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% acetonitrile + 0.1% formic + pH 3,3.0,nanmin Anan Bnan Cnan Dnan flownan,0.0,0.0,,,,,,unknown,,,19.70835,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=www.massbank.eu; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",14
